0.0,-0.0153503065334
0.0100010001,-0.0307293895971
0.0200020002,-0.0461660794932
0.0300030003,-0.0616893141674
0.0400040004,-0.0773281932783
0.0500050005001,-0.0931120325647
0.0600060006001,-0.109070418612
0.0700070007001,-0.125233264115
0.0800080008001,-0.141630863745
0.0900090009001,-0.158293950716
0.100010001,-0.175253754162
0.1100110011,-0.192542057424
0.1200120012,-0.210191257355
0.1300130013,-0.228234424757
0.1400140014,-0.246705366055
0.1500150015,-0.265638686316
0.1600160016,-0.285069853745
0.1700170017,-0.305035265753
0.1800180018,-0.325572316733
0.1900190019,-0.346719467665
0.200020002,-0.368516317666
0.2100210021,-0.391003677624
0.2200220022,-0.414223646049
0.2300230023,-0.438219687266
0.2400240024,-0.463036712104
0.2500250025,-0.488721161214
0.2600260026,-0.515321091174
0.2700270027,-0.542886263521
0.2800280028,-0.571468236879
0.2900290029,-0.601120462341
0.300030003,-0.631898382272
0.3100310031,-0.663859532698
0.3200320032,-0.697063649474
0.3300330033,-0.731572778403
0.3400340034,-0.767451389496
0.3500350035,-0.804766495572
0.3600360036,-0.843587775394
0.3700370037,-0.883987701559
0.3800380038,-0.926041673339
0.3900390039,-0.969828154706
0.400040004,-1.01542881777
0.4100410041,-1.06292869186
0.4200420042,-1.11241631845
0.4300430043,-1.16398391232
0.4400440044,-1.21772752893
0.4500450045,-1.27374723863
0.4600460046,-1.33214730764
0.4700470047,-1.39303638628
0.4800480048,-1.45652770468
0.4900490049,-1.52273927621
0.500050005001,-1.59179410896
0.510051005101,-1.66382042563
0.520052005201,-1.73895189198
0.530053005301,-1.81732785428
0.540054005401,-1.89909358606
0.550055005501,-1.98440054435
0.560056005601,-2.07340663591
0.570057005701,-2.16627649356
0.580058005801,-2.26318176314
0.590059005901,-2.36430140114
0.600060006001,-2.46982198362
0.610061006101,-2.57993802634
0.620062006201,-2.69485231679
0.630063006301,-2.81477625796
0.640064006401,-2.93993022445
0.650065006501,-3.07054393092
0.660066006601,-3.20685681313
0.670067006701,-3.34911842182
0.680068006801,-3.49758882929
0.690069006901,-3.65253904908
0.700070007001,-3.8142514685
0.710071007101,-3.98302029395
0.720072007201,-4.15915200912
0.730073007301,-4.34296584551
0.740074007401,-4.53479426516
0.750075007501,-4.734983455
0.760076007601,-4.94389383226
0.770077007701,-5.1619005601
0.780078007801,-5.38939407252
0.790079007901,-5.62678060744
0.800080008001,-5.87448274627
0.810081008101,-6.13293995862
0.820082008201,-6.40260914976
0.830083008301,-6.6839652086
0.840084008401,-6.97750155346
0.850085008501,-7.2837306721
0.860086008601,-7.60318465244
0.870087008701,-7.9364156994
0.880088008801,-8.28399663286
0.890089008901,-8.64652136088
0.900090009001,-9.02460532143
0.910091009101,-9.41888588499
0.920092009201,-9.83002270931
0.930093009301,-10.2586980363
0.940094009401,-10.7056169197
0.950095009501,-11.1715073711
0.960096009601,-11.6571204086
0.970097009701,-12.1632299936
0.980098009801,-12.6906328353
0.990099009901,-13.2401480431
1.00010001,-13.8126166034
1.0101010101,-14.4089006543
1.0201020102,-15.0298825285
1.0301030103,-15.6764635324
1.0401040104,-16.3495624241
1.0501050105,-17.0501135493
1.0601060106,-17.7790645908
1.0701070107,-18.5373738807
1.0801080108,-19.3260072204
1.0901090109,-20.1459341477
1.100110011,-20.998123584
1.1101110111,-21.8835387892
1.1201120112,-22.8031315441
1.1301130113,-23.7578354762
1.1401140114,-24.7485584335
1.1501150115,-25.7761738103
1.1601160116,-26.8415107169
1.1701170117,-27.945342883
1.1801180118,-29.0883761779
1.1901190119,-30.2712346269
1.200120012,-31.4944448006
1.2101210121,-32.7584184541
