0,-0.015350307,-0.014679453
0.010001,-0.03072939,-0.028121166
0.020002,-0.046166079,-0.040455933
0.030003,-0.061689314,-0.051801332
0.040004,-0.077328193,-0.062263053
0.050005001,-0.093112033,-0.071936099
0.060006001,-0.109070419,-0.080905873
0.070007001,-0.125233264,-0.089249147
0.080008001,-0.141630864,-0.097034947
0.090009001,-0.158293951,-0.104325344
0.100010001,-0.175253754,-0.111176162
0.110011001,-0.192542057,-0.11763762
0.120012001,-0.210191257,-0.123754904
0.130013001,-0.228234425,-0.129568688
0.140014001,-0.246705366,-0.13511559
0.150015002,-0.265638686,-0.140428596
0.160016002,-0.285069854,-0.145537427
0.170017002,-0.305035266,-0.150468877
0.180018002,-0.325572317,-0.155247117
0.190019002,-0.346719468,-0.159893961
0.200020002,-0.368516318,-0.164429109
0.210021002,-0.391003678,-0.168870369
0.220022002,-0.414223646,-0.17323385
0.230023002,-0.438219687,-0.177534136
0.240024002,-0.463036712,-0.181784448
0.250025003,-0.488721161,-0.185996783
0.260026003,-0.515321091,-0.190182041
0.270027003,-0.542886264,-0.19435014
0.280028003,-0.571468237,-0.19851012
0.290029003,-0.601120462,-0.202670234
0.300030003,-0.631898382,-0.20683803
0.310031003,-0.663859533,-0.211020429
0.320032003,-0.697063649,-0.215223786
0.330033003,-0.731572778,-0.219453957
0.340034003,-0.767451389,-0.223716349
0.350035004,-0.804766496,-0.228015968
0.360036004,-0.843587775,-0.232357466
0.370037004,-0.883987702,-0.23674518
0.380038004,-0.926041673,-0.241183162
0.390039004,-0.969828155,-0.245675219
0.400040004,-1.015428818,-0.250224937
0.410041004,-1.062928692,-0.254835708
0.420042004,-1.112416318,-0.259510751
0.430043004,-1.163983912,-0.264253139
0.440044004,-1.217727529,-0.269065812
0.450045005,-1.273747239,-0.273951595
0.460046005,-1.332147308,-0.27891322
0.470047005,-1.393036386,-0.28395333
0.480048005,-1.456527705,-0.2890745
0.490049005,-1.522739276,-0.294279244
0.500050005,-1.591794109,-0.299570029
0.510051005,-1.663820426,-0.30494928
0.520052005,-1.738951892,-0.310419393
0.530053005,-1.817327854,-0.315982741
0.540054005,-1.899093586,-0.321641683
0.550055006,-1.984400544,-0.327398567
0.560056006,-2.073406636,-0.33325574
0.570057006,-2.166276494,-0.339215553
0.580058006,-2.263181763,-0.345280365
0.590059006,-2.364301401,-0.351452548
0.600060006,-2.469821984,-0.357734494
0.610061006,-2.579938026,-0.364128618
0.620062006,-2.694852317,-0.370637359
0.630063006,-2.814776258,-0.377263191
0.640064006,-2.939930224,-0.384008619
0.650065007,-3.070543931,-0.390876188
0.660066007,-3.206856813,-0.397868485
0.670067007,-3.349118422,-0.404988141
0.680068007,-3.497588829,-0.412237838
0.690069007,-3.652539049,-0.419620306
0.700070007,-3.814251469,-0.427138332
0.710071007,-3.983020294,-0.434794763
0.720072007,-4.159152009,-0.442592505
0.730073007,-4.342965846,-0.45053453
