0,-7.67E-05,-7.45E-05
0.010001,-0.000307102,-0.000289465
0.020002,-0.000691519,-0.000633222
0.030003,-0.001230712,-0.001095287
0.040004,-0.001925691,-0.001666304
0.050005001,-0.002777759,-0.00233792
0.060006001,-0.003788514,-0.003102683
0.070007001,-0.004959849,-0.00395395
0.080008001,-0.006293961,-0.004885808
0.090009001,-0.007793351,-0.005892998
0.100010001,-0.009460829,-0.006970851
0.110011001,-0.011299521,-0.008115224
0.120012001,-0.013312873,-0.009322456
0.130013001,-0.015504659,-0.010589311
0.140014001,-0.017878988,-0.011912941
0.150015002,-0.020440308,-0.013290844
0.160016002,-0.023193421,-0.014720832
0.170017002,-0.026143486,-0.016201001
0.180018002,-0.029296031,-0.0177297
0.190019002,-0.032656966,-0.019305506
0.200020002,-0.036232586,-0.020927207
0.210021002,-0.040029594,-0.022593775
0.220022002,-0.044055102,-0.024304355
0.230023002,-0.048316653,-0.026058242
0.240024002,-0.052822232,-0.027854871
0.250025003,-0.057580279,-0.029693804
0.260026003,-0.062599707,-0.031574717
0.270027003,-0.067889918,-0.033497388
0.280028003,-0.073460821,-0.035461693
0.290029003,-0.07932285,-0.037467591
0.300030003,-0.085486982,-0.039515123
0.310031003,-0.091964761,-0.0416044
0.320032003,-0.098768316,-0.043735601
0.330033003,-0.105910384,-0.045908966
0.340034003,-0.113404336,-0.048124788
0.350035004,-0.1212642,-0.050383417
0.360036004,-0.129504686,-0.052685247
0.370037004,-0.138141217,-0.05503072
0.380038004,-0.147189954,-0.057420318
0.390039004,-0.156667825,-0.059854564
0.400040004,-0.166592564,-0.062334015
0.410041004,-0.176982732,-0.064859266
0.420042004,-0.187857763,-0.067430943
0.430043004,-0.199237991,-0.070049705
0.440044004,-0.211144694,-0.07271624
0.450045005,-0.223600128,-0.075431265
0.460046005,-0.236627573,-0.078195525
0.470047005,-0.250251371,-0.081009791
0.480048005,-0.264496974,-0.083874862
0.490049005,-0.279390992,-0.08679156
0.500050005,-0.294961237,-0.089760734
0.510051005,-0.311236778,-0.092783255
0.520052005,-0.328247995,-0.095860022
0.530053005,-0.34602663,-0.098991954
0.540054005,-0.364605851,-0.102179995
0.550055006,-0.384020305,-0.105425114
0.560056006,-0.404306191,-0.108728301
0.570057006,-0.425501317,-0.112090571
0.580058006,-0.447645172,-0.115512962
0.590059006,-0.470778999,-0.118996536
0.600060006,-0.494945869,-0.122542379
0.610061006,-0.520190756,-0.1261516
0.620062006,-0.546560622,-0.129825333
0.630063006,-0.5741045,-0.133564738
0.640064006,-0.60287358,-0.137370996
0.650065007,-0.632921303,-0.141245317
0.660066007,-0.664303455,-0.145188935
0.670067007,-0.697078267,-0.149203111
0.680068007,-0.731306518,-0.153289132
0.690069007,-0.767051642,-0.157448311
0.700070007,-0.804379838,-0.16168199
0.710071007,-0.843360191,-0.165991539
0.720072007,-0.884064786,-0.170378356
0.730073007,-0.926568837,-0.17484387
0.740074007,-0.970950816,-0.179389538
0.750075008,-1.01729259,-0.184016849
0.760076008,-1.065679554,-0.188727323
0.770077008,-1.116200786,-0.193522513
0.780078008,-1.168949186,-0.198404004
0.790079008,-1.224021642,-0.203373415
0.800080008,-1.281519182,-0.208432401
0.810081008,-1.341547145,-0.213582652
0.820082008,-1.404215353,-0.218825893
0.830083008,-1.469638283,-0.22416389
0.840084008,-1.537935256,-0.229598444
0.850085009,-1.609230621,-0.235131398
0.860086009,-1.68365395,-0.240764635
0.870087009,-1.761340235,-0.246500082
0.880088009,-1.842430094,-0.252339705
0.890089009,-1.927069978,-0.25828552
0.900090009,-2.015412383,-0.264339584
0.910091009,-2.107616071,-0.270504004
0.920092009,-2.203846286,-0.276780936
0.930093009,-2.304274984,-0.283172586
0.940094009,-2.409081056,-0.28968121
0.95009501,-2.518450558,-0.29630912
0.96009601,-2.632576943,-0.303058683
0.97009701,-2.751661286,-0.309932322
